TimeMS_ms,PanAngle_deg,TiltAngle_deg,DistanceCM_cm,State_Code,State_Description
7433,31,105,-1.00,0,Grid Scan
7602,46,105,-1.00,0,Grid Scan
7763,61,105,12.72,0,Grid Scan
7926,76,105,10.12,0,Grid Scan
8088,91,105,9.72,0,Grid Scan
8250,106,105,9.83,0,Grid Scan
8413,121,105,10.53,0,Grid Scan
8576,136,105,13.07,0,Grid Scan
8744,151,105,-1.00,0,Grid Scan
8912,166,105,-1.00,0,Grid Scan
9077,1,115,-1.00,0,Grid Scan
9239,16,115,9.53,0,Grid Scan
9407,31,115,-1.00,0,Grid Scan
9575,46,115,-1.00,0,Grid Scan
9737,61,115,10.60,0,Grid Scan
9900,76,115,9.38,0,Grid Scan
10061,91,115,8.50,0,Grid Scan
10223,106,115,9.00,0,Grid Scan
10386,121,115,9.41,0,Grid Scan
10552,136,115,-1.00,0,Grid Scan
10718,151,115,-1.00,0,Grid Scan
10887,166,115,-1.00,0,Grid Scan
11051,1,125,-1.00,0,Grid Scan
11212,16,125,8.31,0,Grid Scan
11376,31,125,-1.00,0,Grid Scan
11539,46,125,-1.00,0,Grid Scan
11703,61,125,-1.00,0,Grid Scan
11865,76,125,8.31,0,Grid Scan
12026,91,125,8.19,0,Grid Scan
12189,106,125,7.69,0,Grid Scan
12351,121,125,14.00,0,Grid Scan
1101,1,75,13.34,0,Grid Scan
1269,16,75,-1.00,0,Grid Scan
1433,31,75,-1.00,0,Grid Scan
1604,46,75,-1.00,0,Grid Scan
1768,61,75,-1.00,0,Grid Scan
1931,76,75,14.03,0,Grid Scan
2094,91,75,12.16,0,Grid Scan
2255,106,75,12.83,0,Grid Scan
2418,121,75,14.81,0,Grid Scan
2587,136,75,-1.00,0,Grid Scan
2754,151,75,-1.00,0,Grid Scan
2924,166,75,-1.00,0,Grid Scan
3089,1,85,-1.00,0,Grid Scan
3252,16,85,12.81,0,Grid Scan
3420,31,85,-1.00,0,Grid Scan
3585,46,85,-1.00,0,Grid Scan
3746,61,85,-1.00,0,Grid Scan
3909,76,85,12.41,0,Grid Scan
4071,91,85,11.81,0,Grid Scan
4234,106,85,11.66,0,Grid Scan
4396,121,85,12.10,0,Grid Scan
4564,136,85,-1.00,0,Grid Scan
4733,151,85,-1.00,0,Grid Scan
4902,166,85,-1.00,0,Grid Scan
5067,1,95,-1.00,0,Grid Scan
5230,16,95,11.69,0,Grid Scan
5399,31,95,-1.00,0,Grid Scan
5568,46,95,-1.00,0,Grid Scan
5741,61,95,-1.00,0,Grid Scan
5904,76,95,11.71,0,Grid Scan
6066,91,95,10.95,0,Grid Scan
6227,106,95,11.00,0,Grid Scan
6390,121,95,11.29,0,Grid Scan
6555,136,95,-1.00,0,Grid Scan
6724,151,95,-1.00,0,Grid Scan
6892,166,95,-1.00,0,Grid Scan
7059,1,105,-1.00,0,Grid Scan
7221,16,105,10.57,0,Grid Scan
7389,31,105,-1.00,0,Grid Scan
7555,46,105,-1.00,0,Grid Scan
7716,61,105,12.02,0,Grid Scan
7879,76,105,10.43,0,Grid Scan
8041,91,105,9.62,0,Grid Scan
8203,106,105,9.72,0,Grid Scan
8366,121,105,10.48,0,Grid Scan
8534,136,105,-1.00,0,Grid Scan
8696,151,105,-1.00,0,Grid Scan
8864,166,105,-1.00,0,Grid Scan
9030,1,115,-1.00,0,Grid Scan
9192,16,115,9.52,0,Grid Scan
9360,31,115,-1.00,0,Grid Scan
9529,46,115,-1.00,0,Grid Scan
9692,61,115,9.86,0,Grid Scan
9853,76,115,8.95,0,Grid Scan
10015,91,115,8.21,0,Grid Scan
10178,106,115,8.84,0,Grid Scan
10340,121,115,9.41,0,Grid Scan
10508,136,115,-1.00,0,Grid Scan
10675,151,115,-1.00,0,Grid Scan
10841,166,115,-1.00,0,Grid Scan
11004,1,125,-1.00,0,Grid Scan
11166,16,125,8.31,0,Grid Scan
11334,31,125,-1.00,0,Grid Scan
11507,46,125,-1.00,0,Grid Scan
11699,61,125,-1.00,0,Grid Scan
11860,76,125,8.31,0,Grid Scan
12022,91,125,8.19,0,Grid Scan
12185,106,125,8.09,0,Grid Scan
12347,121,125,8.29,0,Grid Scan
12515,136,125,-1.00,0,Grid Scan
12678,151,125,14.55,0,Grid Scan
12843,166,125,-1.00,0,Grid Scan
13005,1,135,-1.00,0,Grid Scan
13167,16,135,9.21,0,Grid Scan
13336,31,135,-1.00,0,Grid Scan
13515,46,135,-1.00,0,Grid Scan
13677,61,135,7.76,0,Grid Scan
13840,76,135,8.66,0,Grid Scan
14002,91,135,8.24,0,Grid Scan
14163,106,135,8.26,0,Grid Scan
14326,121,135,-1.00,0,Grid Scan
14490,136,135,-1.00,0,Grid Scan
14654,151,135,-1.00,0,Grid Scan
14817,166,135,-1.00,0,Grid Scan
14981,61,135,-1.00,5,Initial Lock Transition
15044,61,135,6.78,1,Holding Lock
15106,61,135,7.84,1,Holding Lock
15169,61,135,-1.00,1,Holding Lock
15232,61,135,-1.00,2,1-Degree Step Search
15354,60,135,-1.00,2,1-Degree Step Search
15477,59,135,-1.00,2,1-Degree Step Search
15600,58,135,-1.00,2,1-Degree Step Search
15723,57,135,-1.00,2,1-Degree Step Search
15875,56,135,-1.00,2,1-Degree Step Search
16026,55,135,-1.00,2,1-Degree Step Search
16154,54,135,-1.00,2,1-Degree Step Search
16277,53,135,6.95,2,1-Degree Step Search
16350,53,135,-1.00,1,Holding Lock
16422,53,135,-1.00,2,1-Degree Step Search
16551,52,135,-1.00,2,1-Degree Step Search
16680,51,135,-1.00,2,1-Degree Step Search
16811,50,135,-1.00,2,1-Degree Step Search
16946,49,135,-1.00,2,1-Degree Step Search
17082,48,135,-1.00,2,1-Degree Step Search
17211,47,135,-1.00,2,1-Degree Step Search
17340,46,135,-1.00,2,1-Degree Step Search
17469,45,135,-1.00,2,1-Degree Step Search
17598,44,135,-1.00,2,1-Degree Step Search
17727,43,135,-1.00,2,1-Degree Step Search
17856,42,135,-1.00,2,1-Degree Step Search
17985,41,135,-1.00,2,1-Degree Step Search
18114,40,135,-1.00,2,1-Degree Step Search
18243,39,135,-1.00,2,1-Degree Step Search
18372,38,135,-1.00,2,1-Degree Step Search
18500,37,135,-1.00,2,1-Degree Step Search
18628,36,135,-1.00,2,1-Degree Step Search
18756,35,135,-1.00,2,1-Degree Step Search
18885,34,135,-1.00,2,1-Degree Step Search
19013,33,135,-1.00,2,1-Degree Step Search
19137,32,135,-1.00,2,1-Degree Step Search
19265,31,135,-1.00,2,1-Degree Step Search
19393,30,135,-1.00,2,1-Degree Step Search
19521,29,135,-1.00,2,1-Degree Step Search
19649,28,135,-1.00,2,1-Degree Step Search
19772,27,135,-1.00,2,1-Degree Step Search
19894,26,135,10.53,2,1-Degree Step Search
19956,26,135,8.36,1,Holding Lock
20019,26,135,9.57,1,Holding Lock
20081,26,135,8.14,1,Holding Lock
20143,26,135,7.90,1,Holding Lock
20205,26,135,9.02,1,Holding Lock
20268,26,135,10.09,1,Holding Lock
20329,26,135,8.71,1,Holding Lock
20391,26,135,8.66,1,Holding Lock
20454,26,135,9.52,1,Holding Lock
20516,26,135,12.71,1,Holding Lock
20578,26,135,9.52,1,Holding Lock
20640,26,135,9.05,1,Holding Lock
20703,26,135,7.79,1,Holding Lock
20765,26,135,10.12,1,Holding Lock
20827,26,135,10.38,1,Holding Lock
20889,26,135,9.10,1,Holding Lock
20952,26,135,8.59,1,Holding Lock
21014,26,135,12.88,1,Holding Lock
21075,26,135,9.31,1,Holding Lock
21138,26,135,11.45,1,Holding Lock
21207,26,135,-1.00,1,Holding Lock
21269,26,135,9.29,2,1-Degree Step Search
21331,26,135,9.33,1,Holding Lock
21394,26,135,12.88,1,Holding Lock
21456,26,135,13.43,1,Holding Lock
21524,26,135,-1.00,1,Holding Lock
21593,26,135,-1.00,2,1-Degree Step Search
21716,25,135,-1.00,2,1-Degree Step Search
21843,24,135,-1.00,2,1-Degree Step Search
21970,23,135,-1.00,2,1-Degree Step Search
22096,22,135,-1.00,2,1-Degree Step Search
22225,21,135,-1.00,2,1-Degree Step Search
22351,20,135,-1.00,2,1-Degree Step Search
22476,19,135,-1.00,2,1-Degree Step Search
22603,18,135,-1.00,2,1-Degree Step Search
22729,17,135,-1.00,2,1-Degree Step Search
22856,16,135,-1.00,2,1-Degree Step Search
22978,15,135,12.47,2,1-Degree Step Search
23046,15,135,-1.00,1,Holding Lock
23112,15,135,-1.00,2,1-Degree Step Search
23237,14,135,-1.00,2,1-Degree Step Search
23363,13,135,-1.00,2,1-Degree Step Search
23490,12,135,-1.00,2,1-Degree Step Search
23616,11,135,-1.00,2,1-Degree Step Search
23742,10,135,-1.00,2,1-Degree Step Search
23868,9,135,-1.00,2,1-Degree Step Search
23994,8,135,-1.00,2,1-Degree Step Search
24118,7,135,-1.00,2,1-Degree Step Search
24244,6,135,-1.00,2,1-Degree Step Search
24370,5,135,-1.00,2,1-Degree Step Search
24497,4,135,-1.00,2,1-Degree Step Search
1101,1,75,14.21,0,Grid Scan
1270,16,75,-1.00,0,Grid Scan
1433,31,75,-1.00,0,Grid Scan
1607,46,75,-1.00,0,Grid Scan
1781,61,75,-1.00,0,Grid Scan
1943,76,75,14.45,0,Grid Scan
2106,91,75,13.22,0,Grid Scan
2269,106,75,13.29,0,Grid Scan
2430,121,75,14.76,0,Grid Scan
2599,136,75,-1.00,0,Grid Scan
2768,151,75,-1.00,0,Grid Scan
2934,166,75,-1.00,0,Grid Scan
3100,1,85,-1.00,0,Grid Scan
3263,16,85,12.50,0,Grid Scan
3432,31,85,-1.00,0,Grid Scan
3601,46,85,-1.00,0,Grid Scan
3763,61,85,-1.00,0,Grid Scan
3926,76,85,12.41,0,Grid Scan
4087,91,85,11.81,0,Grid Scan
4250,106,85,11.66,0,Grid Scan
4412,121,85,12.52,0,Grid Scan
4581,136,85,-1.00,0,Grid Scan
4749,151,85,-1.00,0,Grid Scan
4915,166,85,-1.00,0,Grid Scan
5081,1,95,-1.00,0,Grid Scan
5243,16,95,11.74,0,Grid Scan
5412,31,95,-1.00,0,Grid Scan
5581,46,95,-1.00,0,Grid Scan
5746,61,95,-1.00,0,Grid Scan
5908,76,95,11.40,0,Grid Scan
6071,91,95,10.93,0,Grid Scan
6233,106,95,10.90,0,Grid Scan
6395,121,95,10.93,0,Grid Scan
6563,136,95,-1.00,0,Grid Scan
6731,151,95,-1.00,0,Grid Scan
6896,166,95,-1.00,0,Grid Scan
7062,1,105,-1.00,0,Grid Scan
7224,16,105,10.59,0,Grid Scan
7392,31,105,-1.00,0,Grid Scan
7555,46,105,-1.00,0,Grid Scan
7717,61,105,12.71,0,Grid Scan
7879,76,105,10.64,0,Grid Scan
8042,91,105,9.67,0,Grid Scan
8204,106,105,9.67,0,Grid Scan
8366,121,105,10.64,0,Grid Scan
8535,136,105,-1.00,0,Grid Scan
8704,151,105,-1.00,0,Grid Scan
8871,166,105,-1.00,0,Grid Scan
9036,1,115,-1.00,0,Grid Scan
9199,16,115,9.83,0,Grid Scan
9367,31,115,-1.00,0,Grid Scan
9535,46,115,-1.00,0,Grid Scan
9697,61,115,9.21,0,Grid Scan
9859,76,115,9.86,0,Grid Scan
10021,91,115,8.86,0,Grid Scan
10183,106,115,8.84,0,Grid Scan
10345,121,115,9.47,0,Grid Scan
10514,136,115,-1.00,0,Grid Scan
10677,151,115,-1.00,0,Grid Scan
10843,166,115,-1.00,0,Grid Scan
11006,1,125,-1.00,0,Grid Scan
11168,16,125,8.76,0,Grid Scan
11336,31,125,-1.00,0,Grid Scan
11515,46,125,-1.00,0,Grid Scan
11706,61,125,-1.00,0,Grid Scan
11869,76,125,8.19,0,Grid Scan
12030,91,125,8.14,0,Grid Scan
12192,106,125,8.26,0,Grid Scan
12355,121,125,9.07,0,Grid Scan
12520,136,125,-1.00,0,Grid Scan
12684,151,125,-1.00,0,Grid Scan
12850,166,125,-1.00,0,Grid Scan
13012,1,135,-1.00,0,Grid Scan
13175,16,135,-1.00,0,Grid Scan
13343,31,135,-1.00,0,Grid Scan
13515,46,135,-1.00,0,Grid Scan
13677,61,135,7.47,0,Grid Scan
13840,76,135,9.10,0,Grid Scan
14002,91,135,8.24,0,Grid Scan
14163,106,135,8.26,0,Grid Scan
14326,121,135,-1.00,0,Grid Scan
14490,136,135,-1.00,0,Grid Scan
14653,151,135,-1.00,0,Grid Scan
14823,166,135,-1.00,0,Grid Scan
14986,61,135,-1.00,5,Initial Lock Transition
15049,61,135,7.17,1,Holding Lock
15112,61,135,7.72,1,Holding Lock
15174,61,135,-1.00,1,Holding Lock
15238,61,135,-1.00,2,1-Degree Step Search
15361,60,135,-1.00,2,1-Degree Step Search
15483,59,135,-1.00,2,1-Degree Step Search
15606,58,135,-1.00,2,1-Degree Step Search
15729,57,135,-1.00,2,1-Degree Step Search
15881,56,135,-1.00,2,1-Degree Step Search
16031,55,135,-1.00,2,1-Degree Step Search
16156,54,135,-1.00,2,1-Degree Step Search
16289,53,135,-1.00,2,1-Degree Step Search
16416,52,135,-1.00,2,1-Degree Step Search
16545,51,135,-1.00,2,1-Degree Step Search
16674,50,135,-1.00,2,1-Degree Step Search
16796,49,135,6.21,2,1-Degree Step Search
16873,49,135,-1.00,1,Holding Lock
16944,49,135,-1.00,2,1-Degree Step Search
17074,48,135,-1.00,2,1-Degree Step Search
17207,47,135,-1.00,2,1-Degree Step Search
17336,46,135,-1.00,2,1-Degree Step Search
17466,45,135,-1.00,2,1-Degree Step Search
17595,44,135,-1.00,2,1-Degree Step Search
17717,43,135,7.05,2,1-Degree Step Search
17786,43,135,-1.00,1,Holding Lock
17878,43,135,-1.00,2,1-Degree Step Search
18029,42,135,-1.00,2,1-Degree Step Search
18153,41,135,-1.00,2,1-Degree Step Search
18277,40,135,-1.00,2,1-Degree Step Search
18401,39,135,-1.00,2,1-Degree Step Search
18525,38,135,-1.00,2,1-Degree Step Search
18648,37,135,-1.00,2,1-Degree Step Search
18771,36,135,-1.00,2,1-Degree Step Search
18900,35,135,-1.00,2,1-Degree Step Search
19030,34,135,-1.00,2,1-Degree Step Search
19163,33,135,-1.00,2,1-Degree Step Search
19292,32,135,-1.00,2,1-Degree Step Search
19425,31,135,-1.00,2,1-Degree Step Search
19554,30,135,-1.00,2,1-Degree Step Search
19683,29,135,-1.00,2,1-Degree Step Search
19812,28,135,-1.00,2,1-Degree Step Search
19941,27,135,-1.00,2,1-Degree Step Search
20069,26,135,-1.00,2,1-Degree Step Search
20197,25,135,-1.00,2,1-Degree Step Search
20325,24,135,-1.00,2,1-Degree Step Search
20453,23,135,-1.00,2,1-Degree Step Search
20581,22,135,-1.00,2,1-Degree Step Search
20709,21,135,-1.00,2,1-Degree Step Search
20832,20,135,-1.00,2,1-Degree Step Search
20954,19,135,14.66,2,1-Degree Step Search
21017,19,135,10.97,1,Holding Lock
21080,19,135,11.76,1,Holding Lock
21142,19,135,13.48,1,Holding Lock
21210,19,135,-1.00,1,Holding Lock
21272,19,135,13.10,2,1-Degree Step Search
21335,19,135,13.57,1,Holding Lock
21397,19,135,14.29,1,Holding Lock
21459,19,135,11.97,1,Holding Lock
21522,19,135,10.84,1,Holding Lock
21584,19,135,11.66,1,Holding Lock
21647,19,135,11.14,1,Holding Lock
21709,19,135,12.05,1,Holding Lock
21772,19,135,11.03,1,Holding Lock
21834,19,135,11.76,1,Holding Lock
21897,19,135,13.59,1,Holding Lock
21963,19,135,-1.00,1,Holding Lock
22030,19,135,-1.00,2,1-Degree Step Search
22156,18,135,-1.00,2,1-Degree Step Search
22285,17,135,-1.00,2,1-Degree Step Search
22412,16,135,-1.00,2,1-Degree Step Search
22537,15,135,-1.00,2,1-Degree Step Search
22664,14,135,-1.00,2,1-Degree Step Search
22790,13,135,-1.00,2,1-Degree Step Search
22916,12,135,-1.00,2,1-Degree Step Search
23049,11,135,-1.00,2,1-Degree Step Search
23176,10,135,-1.00,2,1-Degree Step Search
23302,9,135,-1.00,2,1-Degree Step Search
23428,8,135,-1.00,2,1-Degree Step Search
23554,7,135,-1.00,2,1-Degree Step Search
23680,6,135,-1.00,2,1-Degree Step Search
23804,5,135,-1.00,2,1-Degree Step Search
23930,4,135,-1.00,2,1-Degree Step Search
24055,3,135,-1.00,2,1-Degree Step Search
24179,2,135,-1.00,2,1-Degree Step Search
24305,1,135,-1.00,2,1-Degree Step Search
24371,179,135,-1.00,3,Wrap-Around Search
24437,179,135,-1.00,3,Wrap-Around Search
24504,179,135,-1.00,3,Wrap-Around Search
24566,179,135,-1.00,3,Wrap-Around Search
24629,179,135,7.71,3,Wrap-Around Search
